text	label
去开会,在电梯里碰到一人,张嘴就问,你还记得我吗?浑蛋啊,最害怕的就是这种问题,我犹豫地说,尼似军训站在我旁边的吗?对方摇头,我浩然正气地问,辣尼似谁?对方恐慌了,扼,是我认错了吗?好吧,是我认错了。《汗》《汗》《汗》《汗》《汗》	0
平生第一次玩麻将，广式打法，感觉还挺有意思的[嘻嘻]	1
朋友来杭，晚饭后茶叙，到天竺路另一朋友店里小坐，老板不在，自己动手沏泡，好茶偷光光[嘻嘻]。四周佛地已一片静幽，偶闻桂花落地。	1
[哈哈]//@王赖赖_V5:回复@紫prince:We saw your boobs！节操掉了一地[衰][衰][衰] //@紫prince: @FakeLondon @Ivyli-Z @老妈妈尚仿show @秋无憾 @Zhao_Eva @2o47 @x-zy佐亦 @汐颜_咪鹿君 @卡普小姐 @都要幸福 @阿Sam的午夜场 @Richm @水妖丝桃瑞 @唐二明先森 @兔拉拉810 @王赖赖_V5 此歌可以载入史册！	0
这也能宣传啊！[衰]@石小球-- @未来小小祺的妈妈_Vic @众乐乐不如胡乐乐 @筱-这个字念xiao @秋天一一	0
收了~[哈哈] //@襄樊咩咩羊: @泡鱼儿	1
发个飙怎么了我还以为互殴了,没准他们一转眼握个手喝个酒就又好了,男人嘛,每个月都有那么几天,很正常	1
想出行的计划彻底落空了，下个月的事情安排的满满的，哎。。。计划总是赶不上变化啊。烟花三月下扬州。。。。明年的吧[泪]	0
上海那个1月15号隔离……有的时候港媒吧…倒不是说他们说的都是真的反正他们在搞消息上确实挺有办法的(没有说港媒搞的消息一定都是真的) ??	0
[泪] //@林仁聪律师:具体哪个省、市、县？求真相！ //@zgwqz:官逼民反，民就是不反。  //@敏奇敏奇:[吃惊][怒]  //@真理坚守者: 这干吗?对付敌人吗?	0
北京空气污染那几日，猫在家里把《幸福的面包》看了，整部片子清新到极致了要，通过三段故事讲述那平凡中的小幸福。电影里面的色调和每个细节都很美，是一部北海道风光片+LOHAS生活宣传片+MUJI风格电影。剧中那简约清新的原木风，让爱杂货的我，情何以堪啊。[可爱]	1
"一个作家信里给女儿的择偶条件(记不得是哪个作家,也记不得全话),其中一条是:希望对方父亲和祖父都是读书人,这样讲道理。昱先生符合得不要不要的,一闹起来,首先讲道理,理亏的我愤怒得上窜下跳的:""讲你妹道理啊?!还讲道理!"""	0
武汉的大学生羡慕从北京来的，这个很好笑呀！咱住在武汉的好可怜，好向往北京呀[太开心] //@凭海菱风:[衰]以后不要用美女去宣传作者了。美女和作者差距太远，无知和矫情差距很小。忍不住看了2眼，实在想吐槽。公知捧出来的脑残，真的，她做编辑是对的。天才少年好贬义词。幻灭了	0
千挑万选的精品挖，我得自己纪念一下！???[泪]	0
太麻痹生气了!生气不是因为大连出现了一例,是你看看这个过程,11号发热,39.4度,12号去了武汉协和,给了点口服药,让!回!家。17号坐飞机回大连,一路上畅通无阻!!! 武汉天天就一句,有限人传人,没证据人传人,你们都干啥?还传染了14个医护人员,sars吃过的亏一样不拉再来一遍	0
大爷，您昨晚晚饭要在嘴里回味多久[抓狂][抓狂][抓狂][抓狂][抓狂]在旁边一直吡啊砸嘴[衰][衰][衰][衰][晕][晕][晕][晕][晕]	0
雨下的不小啊，好爽啊！有没有人陪我去淋雨啊[嘻嘻][嘻嘻][嘻嘻]	1
//@江南春: //@周炜KPCB:不能想象老人离家时的心境。一生辛劳，晚年如此凄凉。希望家人早点找到老人。天寒地冻，快快回家。 //@椰风拂晓:老人担心久病无孝子，宁愿自已一人承担…可怜天下父母心[泪]//@周炜KPCB:转 //@塞万提斯的骑士://@纯蓝墨水2010:转。//@明前雨后: 帮转。	0
我吃了一袋我不会有事吧,算了该吃吃该喝喝,我表示我良心还算不错的,都是些什么人呀!吃个苹果??压压惊。	0
材料准备好了，明天的早餐：腊肉枯炒豆丝[鼓掌]@风飞0718 @潇潇的简约厨房 @晋一Sunny	1
支持韩寒[哈哈] //@傅康in上海:曹雪芹一定有代笔 //@今何在:按方式逻辑：这只能证明鲁迅胡适钱钟书也有代笔……	1
[玫瑰]今天七夕呢？何不为她“赢”一个美好的假日呢？快来参加吧！也许RP大爆发的就是你呢～[嘻嘻]	1
说话要有证据，不要＂据说＂，更不要靠造谣出名。[怒]	0
~艾玛!一个人在家碎觉略有一丝害怕《惊讶》(恐怖《惊恐》)	0
可以接龙啦，还有谁来过？@朱晓红 [鼓掌]//@playkkkkkk:我也去过[嘻嘻][嘻嘻] //@龙熙瓦德拉玛庄园:我也在这里。[酷]“北京市大兴区庞各庄顺景路7号。”@龙熙瓦德拉玛庄园	1
#haollee烘焙课堂合影#2013年第二期学员全家福～又是很多美女～很多美女～ [话筒]@haollee 老师请谈一下在这么多美女包围下的感言～[嘻嘻]	1
[哈哈][哈哈]//@炳炳19:[围观][围观] //@九江旅游杜少华:【修改版】一山飞峙大江边，山下陶令闲耕田。采菊种豆桃源梦，吟诗品酒人间仙。千年九江山水秀，万众英才笔墨添。人生何处洗心乐？浔阳江头已忘言！@烟雨听潮2011	1
今天起床和kimi差不多，床上翻来覆去半小时，终于脱离被子了[晕]	0
付钱时我都惊呆了,好像有点便宜啊,一包下肚**不行,上厕所坑爹的世纪华联	0
现今出口和内销执行的是两个标准，自己不拿自己当人，又怪的了谁?我又不淡定了[汗] //@口袋野史:二十年前，我想不出当今的吃的会有毒，今天，我想不出二十年后的啥吃的没有毒。。。 [泪]	0
武汉的领导班子简直应该判刑。你们是拿所有医护人员和所有湖北人民的生命当儿戏!《怒》	0
我如此坦然地面对全城大堵车，我如此淡定地没赶上回家的高铁...用南京话讲就是，我滴个乖乖，北京这个路高头堵滴是一塌带一嘛，不能跟你急咯！！活丑！！[泪]	0
[衰]！！！@harley-wu //@seeinyou: //@mars8d:大神太尼玛会玩了啊，Fast6的赛车部分应该找他拍！//@Gouki: 这……真的是人车合一，大神……山脊赛车也没这个有想象力啊！@哈鹏 @雪猹 @mars8d @BlueCube	0
刚看到群里发的: 兔兔， 你快从树上下来。。 2013真是新年新气象！ [哈哈]	1
回复@时髦猫妈:猫妈真好，无论好玩儿的还是好吃的地儿，期待下次有缘相聚~ //@时髦猫妈:回复@LR68:真的O(∩_∩)O谢谢 永远是@时代生活Timelife 的铁杆[哈哈][爱你]	1
第7条废话，适合所有食物//@月色水妖:[衰]//@吸财帝: @仰翼	0
据说一边吃饭一边看美食微博，能吃的更香//@山语人:饭点儿发这个太拉仇恨了，还好我吃完饭看的[哈哈]//@爱兑美食风尚: @济南美食排行榜 @一颗琦葩 @山语人 @巨蟹座的张小vi @沧溟雪 @本人麦尕兜 @风雷麦子 @济南火老幺食尚餐吧	1
回复@还是那只有鱼吃的猫:星星美而有慧！[心] //@还是那只有鱼吃的猫:@唐香香的香 ，她问的是星星？ //@还是那只有鱼吃的猫:看来我以后得去蹲点儿了  //@唐香香的香: 回复@廖茗Ming:天后驾到！[偷笑]  //@廖茗Ming:王菲啊！  //@唐香香的香:回复@企鹅奸妃:是的啊！我告诉你有大星星吧！[哈哈]	1
#江苏确诊9例新型肺炎病例# 坐标泰州,药店里的人骗家里长辈,普通防尘口罩当医用口罩卖,说就是防肺炎用的《微笑》《微笑》 50一盒普通防尘口罩 我只能说,这种人,活该病毒战胜你 这也能骗吗?? 普通防尘口罩防尼玛的病毒 ??	0
原来徐昭仪喜欢离了婚的，带孩子的男人，哈哈，简宁要危机啊，但我觉得江心不会，但是他太憨，太善良，有时候出轨不是男人坏，而是不聪明，容易进圈套[衰][衰]@电视剧小儿难养	0
馋死我啦//@环球街拍:榴莲新吃法！！[抓狂] ，推荐关注@DIY-私房菜	0
[哈哈]//@萌工厂: 吃货的世界我们不懂！?	1
//@侯宁: 打！[怒]保护好英拉！[抓狂]//@汴人郭威: 警察情绪失控… //@芝加哥学派:又有政变的借口了。不过，国王还能发动政变吗？//@南南珍珠:泰国会毁在素贴这样的叛国贼之手。 //@ChaCaLa_VONG:gosh //@郭蕊:警察已经再忍不住了，情绪失控，大批警察发疯般冲出报复[抓狂][抓狂][抓狂]	0
伟大的凤姐//@?建伟:[哈哈]凤姐，您老快点出山吧，收了那些畜生！小生给跪了！！	1
《话筒》《威武》《haha》不支持这个支持什么。啦啦啦啦~~~《困》	1
回复@可乐好:不服？不服咱广院操场上练练……来不？[哈哈] //@可乐好:回复@刘钢涛:你。。。你。。。。[泪] //@可乐好:军训教官还要化妆？ //@刘钢涛:转发微博	0
夸张了吧//@猫咪玎:不会吧！ //@孙孙孙大倩BAWNAW:[晕] //@猫小姐晒太阳:。。。。。。	0
[哈哈]换过方式，吃着格拉条和喝着啤酒来旅游//@阜阳王鹏: 唱着防盗rap去旅游//@齐云山风景区: 微博上面有具体的报名方式//@ahfyrdw123夜色: 是个好活动，我参加，在那报名呀	1
#台湾自由行#福隆沙雕季，上周六开幕，各国「沙手」齐聚，作品众星云集，导演李安、江南大叔PSY、卡通海贼王、游戏愤怒鸟等都从沙堆中现身，观众犹如走进星光大道！[嘻嘻]	1
[good]//@尚雯婕工作室: Gracelands Everywhere！【盘点14?地铁 户外 公车】特别鸣谢@MusicRadio音乐之声 @音乐风云榜 @伊周Femina @风尚志 [爱你][爱你]	1
回复@现代可汗:以后咱们也这样吃？？？大蒜馒头咸菜…………… //@现代可汗:我就吃的拉面！@鹏的莹 你太腐败了，老吃生蚝！[怒] //@陈思元Cgoldy:悲…………  //@?脾?de猫猫公主:你吃的最好~	0
//@钱文忠:[怒] [怒] [怒] // @吴洪森新微博 ：佩服坚持到底的人！// @笑蜀 ：佩服华老师的执着。为了每一个生命的尊严，转起来！	0
这两天真的是走到哪家门口,哪家娃娃断气着呢	0
据路透社引述俄新社消息报道,俄消费者权益监督局局长称,正在研发新型冠状病毒疫苗。俄罗斯的科学家和美国军备专家就是不一样啊!《赞》#俄罗斯研发新型冠状病毒疫苗# ??	1
心静自然凉，心静自然凉！TMD，这见鬼的办公室热的人烦躁！！！[抓狂]	0
#兰蔻美丽女人节#活动结束，收@兰蔻LANCOME 产品 送自己的节日礼 [哈哈][哈哈]@55BBS	1
对于我来说，最难做到的就是“快看”，因为我基本上每看一句都在心里盘算着怎么修改它。[衰]	0
回家路上买了两双手套！[泪]，25元一双的绒线手套，我费了半天口舌，终于砍成了40元买两双。。。可是。。。刚进家门就发现。。。刚才，我给了人50元，人家没找我钱我就走了啊。。。[泪][泪][泪]。。。＃那半天的口舌终究是被我辜负了＃	0
总是说,人生总会遇到那么几个人渣,但我觉得我已经遇到了几千几万个很渣	0
12点开放购买，之后就各种网络堵塞，链接坏死，验证码刷不出。。12:02就这样了，好吧，没帮朋友抢到[衰]我这10M的光纤败了。。。@雷军 @小米公司	0
挥不去的是记忆，留不住的是年华，拎不起的是失落，放不下的是情感，输不起的是尊严[爱你]	1
回复 @深圳演员周鹏飞:[泪]你要是不说出来，观众们是猜不到了！ //@深圳演员周鹏飞:你的表情和脱肛一样 。。其实我拿了两把刀 哈哈 //@双胞胎杜大虎:我的表情在告诉我，我要变身？怎么这么惆怅？	0
付豪甭借了 //@现代可汗: cnm中国足协！[怒][怒][怒][怒][怒]	0
#欣在自说自话# 忙碌的时候真能干活。难得的周末也真能睡觉啊[害羞]七点多醒了一下，转头睡到现在[晕][晕]这个周末，要运东西，要加班。。不要想啊不要想。。。	0
那天我还感慨，周星驰伟大之处在于他改变了一个物种的名称。 //@哑巴:回复@牟家均:我会被小强吃掉的！被小强！吃掉！我会被吃掉被吃掉被吃掉！！！抓狂抓狂抓狂浑身痒！！！[抓狂] //@牟家均:午夜新闻：北京惊现焚尸凶杀案。。凶手疑为一男一女。。	0
#照片可以这样拍#昨天光棍节一自称是海归的高富帅麻豆征婚，立刻引发大地震。不过今天他被各路网友扒皮，所有照片均系PS，毫无违和感！有知情者称，他身高不足170，从头到脚都是PS的，学习PS技术7年之久。好强悍的#p头士#，原来照片还可以这样拍！六块腹肌都笑出来了！！[哈哈]	1
奇迹啊，闻所未闻//@侯宁:沪市终于上万头了[嘘]//@田炜华: [衰][汗] //@孟浩然-在司考:名符其实的【万猪宴】[猪头]	0
[哈哈][哈哈]多宝 我在:http://t.cn/zWBuh1G	1
闲时笑一笑，死不了人 ：）//@?臻曦:笑死个人。[哈哈]	1
#汪汪寻美食#吃了两天港餐厅，终于吃上了正宗重庆火锅，还买着了最爱的小啤酒，太幸福了[亲亲] 我在:http://t.cn/8kIADC4	1
欢迎来蹭饭，心情好的时候还接受点菜！[嘻嘻] //@小脸丽莎:会煮饭的男人最帅气鸟[哈哈][哈哈][哈哈]	1
这段时间感觉超累，上帝保佑，不要旧病复发啊[泪][泪][泪]	0
如果人类自甘堕落，上帝也绝不会出手挽留。//@它基金-爱及生灵: #保护野生动物 我们在行动#[怒]	0
[鼓掌]掌声献给《周末画报》广州设计部！//@菲菲在身边: 最终时刻舞团非常喜欢我们做的背景板，最终留下?当作中国之行的纪念品[耶][哈哈]@奥黛丽-东冬 //@周末画报读者俱乐部:一场充满想像的表演，一场内涵丰富的对话。辛苦曹先生今天充当了翻译，他对现代舞的激情让我们深受感染[鼓掌]	1
我已经出发了！@阿曼达H [爱你][哈哈]	1
人人有剪刀,人人会剪纸,人人有作品,人人能创作是学校的口号和目标。	1
[抓狂]每天都被繁琐的事情拖着！谁说克服掉这种忙碌得并没有成就感的情绪就能让以后工作生活更加顺利，真心想不通！为了生存好像都是要浪费许多生命的！不如直接回家种地算了！体力劳动来的更加纯粹直接！[抓狂]	0
思念成灾啊[泪] //@彦砚2011:好久不见，思念成灾~晚安宝贝	0
La Mer的新年礼物到了，于是火妈以迅雷不及掩耳之势塞进了她包儿里，被我发现后还假装没事儿发生问我吃不吃柚子还行… [抓狂] #家有火妈##论母子情份之攻心计#	0
回复@佛前的那只妖:呵呵 长安城没有春天，当然 也不会有秋天 秋老虎37度，阳光下的车里41 秋天的留坝，会留给你的 不仅仅是温度～ //@佛前的那只妖:哈哈，去年都秋天了，对外的广告还是寻找22度夏天，被骂美了[哈哈]	1
每次出差，只要行李箱有空间，总留一两瓶的位置给水，水源是最易忽略又最珍贵的，除了世界几个大品牌，水很少跨国销售，久而久之家里世界各地的水源就多了起来，用它来喝不同地域的咖啡或茶，苦咖啡都能喝出甜味来，相信大多是心理暗示，不少水不远万里背回纯粹是因为瓶子好看[哈哈][嘻嘻][哈哈]。	1
骑三摩的老汉防不胜防。马路上大变活人的感觉,哪尼玛窜出来的,得亏刹车好使	0
大晚上的为什么楼上在订钉子差评,真想换个邻居。	0
书中自有黄金屋,知识是金...喵星人开始奋发图强了！[嘻嘻]	1
我去你麻痹的什么鬼wifi!!一点也不给力啊喂!!	0
将你们一一送走,回到一个人的宿舍,心中空空的	0
快来看欧辰少爷的肌肉！[围观] 这样的男人居然还爆会说情话（被快乐家族评为史上最会放情话嘉宾，连嘉哥也赞叹不已）。这刚柔并济的杀伤力也太强了吧？[抓狂] 周六晚大家就等着看@何润东 大秀身材，大放情话吧！[哈哈]	0
#?人意想不到的另?旅?#在墨西哥的迪坡斯特??上有一家?特的水泥管酒店，?酒店的20?客房就是由20根水泥管?成，?去常用作流通暴雨的?渠。倘若你想??一下?非同一般的居住?境的?，可以去住下看看喔~[哈哈]	1
[浮云]昨夜空降瑞雪，晨起满目银白；瑞雪兆丰年，来年喜事多！ @武夷山红骏茶业 @上海红骏茶业 @陈烟旧雨 [哈哈]早安！	1
昨天下午去感受了一把90后的感觉！看完觉得自己再不努力就真的老了[泪]晒票根[嘻嘻][兔子]@安晓芬	0
上海滩火锅难得一遇的食材！牛爽肉[哈哈] 紧实的口感让牛肉的香味在咀嚼中更为凸显[good]//@赏味美酒杂志: 答案揭晓了，这是胭脂牛爽肉！	1
介个季节，三亚的阳光非常理想[亲亲]，暖暖的阳光伴随着海风的轻抚，心暖花开。。。	1
[泪]八条腿八条腿八条腿八条腿！！！！！！！！！	0
今晚的师徒茶话会信息量比较大，劲爆点也比较多，但无奈我这个单核处理器太慢了，同时处理多个信息就反应不过来，总结两点，一是要升级双核处理器，二是很久不拍乘务员，以至于很多人都对不上号，头很晕。[晕]	0
#天天向上#五周年：@郭富城 舞林盛宴世界巡?演唱?！超级期待！[太开心]下周五（9月13日）晚20:10，天天向上的舞台将提前为天王演唱会预热！小编已经等不及啦！[抓狂][抓狂]//@郭富城: 所有的粉??希望很快就把舞林盛宴世界巡?演唱??到您面前，和大家分享我一直在音?舞台上付出的努力！我一直走	0
AUVV~ 这快下班了我再感动的哭一鼻子[泪]	0
//@孙海峰: #窥淫式反腐#的狂欢开始了，多少档员干部要荣升AV主角了……//@张洲: 说真的，性事也是有道德的。…这个人是很丑的，而且没有性道德，前戏没有，几下就完事本就是两个败笔，况且他丝毫的不怜香惜玉，只擦自己，最主要是没有深情目视，他，太自私了。[怒]	0
向所有母亲致敬！希望大家趁母亲都还身体康健时，带她们好好出去旅旅游、散散心。母亲为我们每个人辛苦操劳了一辈子，是时候回报他们了！[泪][泪][泪]	0
什么时候搞个成外校服派对吧！[哈哈][哈哈][哈哈] //@我是海象DYZ:无力吐槽的校服。。。。//@成外小分队:对呀我英伦风的校服呢！ //@Long_Quan__:校服不是换成英伦风了吗 我记得[衰]//@成外小分队:[嘻嘻]换换书?	0
回复 @VIP王一五:鱼的胃[嘻嘻][嘻嘻][嘻嘻] //@VIP王一五:鱼扣是咩	1
邻居家有的功能，咱家就省了，互补个会所、小剧场、红酒吧、金店啥的，欢迎邻家来消费[偷笑] //@爱骑马的熊猫: @晰昧的围脖 说的不是你的工程吧？ [鼓掌]	1
对微信产生了恐惧感,不敢看,工作的消息太多,莫名的害怕《伤心》濮阳·濮阳县	0
喝水最好! @百莲 @amay_tt @车家cherry @豆爸HOLD住 @贰到无限 @Ellen_金易安 @?琦君 @致青 @浆浆毛毛 @简单生活_chen  //@黄自强:// @pochacco?? :[吃惊][哼][鄙视][怒骂]还有人性麽？//  @-LovechErry  ://   @娜依Shereen   :无	0
看来得试试了 //@Libdem:试一试 //@齐秦: 回复@我自梦游:呵呵！我?鼻炎！???！??是多一?方式??！ //@我自梦游:小哥，这个以前有辟谣过。没有这个功效的。 //@齐秦:秘方！ //@SZ403:[鼓掌][围观] //@大乐姥爷: [good] //@恋上XXOO: //@最爱整人秘籍: 【千金不卖的鼻炎秘方】	1
我已经跟不上时代了么...第三季都出了！！什么时候的事儿[抓狂][抓狂]	0
回复@DREAMER_ZHANG:我有做一些在乌镇，有机会来试试！台湾美食在乌镇台客栈 //@DREAMER_ZHANG:这些可以在乌镇吃到么？台湾好远，去不了[衰]	0
买张机票我愿意飞过来帮朱总开[嘻嘻] //@陈朝华:帮德付兄朱主席广播一下，最好是车技好的美女同行吧，分段陪同的话，老朱就美爽了，哈哈	1
回复@一个人的故事Y:嘿嘿，谢谢！！我会继续加油的哦！帮我扩散吧哈哈[嘻嘻] //@一个人的故事Y:回复@主持人少枫:我刚看完笑脸演的真好很感动[可爱]	1
回复@蘑小菇even:昏倒了！[抓狂]就买了半公斤 //@蘑小菇even:五块多钱一公斤咩？ //@黄天space:冒冒皮皮，打飞机！体育老师教的数学，尼玛在外头天天做梦都是圈圈！一公斤7000,一块人民?1300盾，脑壳痛?，三锅，你数学也不好哈！@蘑小菇even 算哈	0
太难受了 ? 为什么关心这位爸爸反而遭到辱骂……太窒息了	0
@真真悦悦旺 //@王小0:[泪]//@?良?: [悲伤]	0
是在星巴克还是把星巴克搬到家了……[嘻嘻]	1
昨晚做了个噩梦,梦到了几个死人一个富二代,一个小海军,一个小健身教练,内容很恐怖《惊恐》真恶心《衰》《衰》《衰》	0
该死的雨！[怒骂]俺今天汕头发来的货备降沈阳了[泪]，你让翘首以待的吃货们情何以堪！[生病][委屈]@潮汕渔家 @刘勘 @陈冠丹 @侯宁	0
做客河南卫视 @创意时代官方微博 本期话题「减肥」 大家必须得看[哈哈] http://t.cn/zWuO2gS	1
狗狗不跟其主人走。主人暴怒，狠狠的踹狗狗一脚。我。。。看着实在心疼，大叫一声！真想抱着委屈的狗狗逃跑。。[泪][泪]	0
我转两次能瘦20斤么！//@朱大象：坚决转。 //@淹豆儿:果断转 //@宅腐集中营：我要瘦！[抓狂]	0
[泪][泪][泪][泪] //@crysfish:@茉莉香片1982 //@不能让玛玛发现: [泪]	0
是?典店之一。 //@Koalayip:Thx! ?是我父母喜?的食店[嘻嘻]//@hktraveller:[呵呵] @Koalayip 你好像也很喜?[嘻嘻]	1
戳中笑点了[笑哈哈]@深白色pp @那敢情好了 @Jessicajue7777777 @打小爱吃素 @阳光caddie //@1句英文签名:二逼主人欢乐多啊！[哈哈]	1
我怎么没赶上！ //@微笑小小珂:是滴撒。[挖鼻屎]    // @-小俊囝- ：// @微笑小小珂 :你看旁边戴眼睛的那个男滴[衰] 好猥琐呀[鄙视] 。借着眼睛斜视更衣女[怒] 想看还要装…想看就大胆看，又不是偷看	0
人生中，唯有美食，不可辜负[嘻嘻]（减肥的孩子情何以堪呐）	1
电影导演一般夸大点，我们都习惯了。//@九度智力集团马斐:牛夸得有点大@举世牛: 读万卷书，要向你老大@九度智力集团马斐 斐哥学习，行万里路，要想@大鹏背包走天下 学习，阅人无数，他俩的年龄在那里放着，向我学根毛[泪]	0
不是吧，我一直喝这个……[衰][衰] 会不会死啊……//@春天de宝贝:啥都不能喝了，还是喝露露吧~// @敦斯基 : 我昨儿也喝了......目前只能假设我已经基因变异过了~[?汗]// @伊卡洛斯之翼 : 我擦昨天刚喝掉一瓶……生活在这样的国家一定早死// @lianlei-LL : 可口可乐 还我智商！	0
@JEFFCHEN在台湾 老师在沙巴抓拍的这张我，很喜欢哦[鼓掌] @单车旅行的肥猫 @阮导 @喵小咭 @网际飞侠	1
我也想要，我都没有呢～[泪]//@干小鱼儿:那小黄人水壶，我爱环球影城想买没来得及买，你帮我搞一个啊。。。	0
硕果仅存的只剩羊肉和青菜可吃了[衰][衰] //@邓飞: 四川西昌，死猪也浮河。	0
朱门酒肉臭,路有冻死骨。 有些人还在觉得没什么大不了。请你们看看洪山礼堂在哪(图中最大的红点),周围有多少已经人满为患的医院。在这个区域搞大型活动,是要给疫情创造多少机会。	0
复古的美物...[抓狂][抓狂][抓狂]太喜欢了！！！	0
[哈哈][哈哈]@高小胖930 @张羽Jerry @一切尽Zai不言中 @子心--妞儿	1
中秋节9月19日至9月21放假[鼓掌]普通公司中秋放假3天，文艺公司放假4天，还有的公司从今天开始进入放假状态5天。不管放几天，开心就好，小侨祝大家开心满满，欢乐满满，祝福多多，月饼多多[嘻嘻]	1
嘴巴可爱丰满,气质都会随之改变,更动人哦。	1
"#春晚#《抗肺炎情景报告《爱是桥梁》》#隔绝病毒但不隔绝爱#?#春晚抗肺炎诗朗诵#主持人白岩松,康辉,水均益,贺红梅,海霞,欧阳夏丹等带来集体情景报告《爱是桥梁》。""我们在这儿过年,你们却在帮我们过关。"" 在大年三十的晚上,抗击肺炎环节有力的向全国观众进行普及,提醒大家注意防护,平安健康。#春晚视频#"	1
今天去宠物店接我的狗,一来一回手机忘在滴滴车上两次,吓死我了。根本不敢跟boss说这件事,在上海已经干了一次这个事回到房间boss就把我按着打的腿上全是手指印子,还说以后丢一次东西就挨一次打,如果他知道我今天连续丢了两次手机《吃惊》《吃惊》…太可怕了,根本不敢说这件事!	0
"下午跟老弟练口语的时候我说今天不想练了心情差他问原因我说是因为kil以前看剧或许同情过恶人但最后会扇自己几巴掌但这次没有一直在同情这个所谓的反派撇开提子而是kil对jj的感情他想给她最好的但他根本就很傻很天真用错方式""不是故意只是太爱你是我不懂得如何去爱你才会想离开"""	0
三个工作日是小事。还有等二十多天不到的。抵制不用#盛付通#  [衰][抓狂][泪][怒]	0
[哈哈]摄影角度问题额~ //@念青茶馆:[吃惊]最后一张还以为索道车都吹歪了呢 //@随我游网: #出行安全# 大家注意啦！	1
回复@高小包子:不会是露天的吧？[偷笑] //@高小包子:今儿的雨实在是太大啦！我的演唱会差点看不成啊 //@嗨辣老孙:该死的雨！[怒骂]俺今天汕头发来的货备降沈阳了[泪]，你让翘首以待的吃货们情何以堪！[生病][委屈]@潮汕渔家 @刘勘 @陈冠丹 @侯宁	0
离2012.12.22日还有最后三天。如果真的有世界末日 ，请在21号前给我留言，微博，微信，QQ，手机都可以，把你想说却一直没说的告诉我，因为我不想留遗憾 。如果22号我们可以安然度过，醒来看到的第一个信息的人，我会答应你一个认真的条件 。。。（同有此想的人可转）[哈哈][哈哈][哈哈]	1
7月看海踏浪的幸福时光还在荡漾,忘不了的蓝色和漂亮海星#7月漫海之星礼盒#延续了我浪漫之旅的好心情[爱你]兰嘉斯汀男士防晒快爽喷雾SPF15 正装,好酷的一大瓶.资生堂新焕亮修护+明耀洗护系列.肌醇小分子胶原蛋白肽果味饮料.欧缇丽葡萄源亚光控油保湿乳.诗薇奈果冻保湿精华液.LOEWE香水@GLOSSYBOX	1
下午堵着车去中关村了，买了N年的wii了，一直没买齐配件，今个配件买齐了。手枪，方向盘，瑜伽板，太鼓达人，跳舞毯。hiahia~~ [嘻嘻][嘻嘻] 还在吃饭的时候顺便买了可耐滴兔纸[兔子]和脖子会动的熊猫[熊猫]。咩哈哈！开心！btw，中关村广场的南京大排档里面的酱鹅翅蛮好吃[馋嘴][馋嘴]	1
//@刘俊斌: 打压房市好。 //@西域-于阗:叉，通胀的由来。[泪][泪][泪][泪]	0
每天为了些屁大点的事来影响情绪我觉得我真的是有病很有病你哪位你贵姓,要当朋友就朋友不当朋友就算求狗再这样	0
#温泉水公园盛大开业#我们正式开业啦！欢迎大家来温泉水公园游玩！[威武][太开心]	1
为什么过了枣庄站后车厢里会弥漫着一股臭脚丫子，袋装扒鸡，速溶咖啡的味道[泪]挺好的高铁列车设备，就这样的被人为糟蹋了	0
八月江湖再掀风暴，最原始民间地道江湖菜等你共品鉴[爱你] //@三样菜:最朴实的味道~这个夏日~来跟菜菜约会吧！给我一个机会~还您一个惊喜！[鼓掌]	1
[泪] 这是老子每次看了必会发疯的一段视频!!!!!! //@??媛想看豆花血红://@有一种爱情叫允在:[泪]	0
超萌的孩纸啊。。。 3岁的女儿和爸爸情深对唱《因为爱情》，孩纸快来，让我亲亲~ [花心][心][亲亲]~~~	1
恩，怎么突然一下子这么不自信了，还特别的紧张，尽管我已经做了很多功课，还是觉得心里没底。难道这就是心理素质？真是隔行如隔山啊，淡定淡定，我现在是否要放松？[晕]	0
被表哥这个鸡巴蛋疼的脑残气的整个人都要烧起来了销售什么的最讨厌!!!	0
?我分析，棒棒糖和骨?味道是不一?的，但它?有?共同?！都很好吃！[哈哈][哈哈]	1
翻相册翻到一张我年轻和年老时候的合影[衰]	0
幸福的一对新人，姑娘终于找到了依靠，婚礼很成功，我又被感动了[泪]	0
现年41岁的Oliver Rein先生在布赖萨赫市长选举中取得决定性优势，以78.76%的支持率获得连任，任期8年。图中是副市长兼选举委员会主席J?rg Leber先生向市长Oliver Rein献上蛋糕以资庆祝。[鼓掌]	1
吾准备用汝的青花瓷当夜壶，@五明品出个辉太郎 你瞬间碉堡了吧？[哈哈]	1
这男设计师一定说自己是播音系毕业的?[嘻嘻]	1
2011年最后一期《吃喝玩乐大搜索》直播开始，再说“你好”的时候就是传说中的2012了，真正写下这句话的时候很是感慨，有太多的谢谢想说，有太多的帮助让我记在心间，很想@大家，但生怕一不小心漏掉了你的名字。@盛博 @北京电台朱红 @王一 @主持人高磊 还有我，在这里鞠躬致谢了！[蛋糕][心][鼓掌]	1
我在这里:#宣武区#@Richie琪 因为你，回家的路变得艰难[泪] http://t.cn/z0efIrA	0
论：新闻记者进行马克思主义新闻道德观及职业培训的必要性和紧迫性！[怒][怒][怒][怒] 我在这里:http://t.cn/z8AUXNz	0
